     ms    dt_ms    fps   upd_ms   netlag    nobj   drw_o   drw_g      drw_t
 5704094  0.11244  08151  0.00517  0.00000  000061  000061  000061  000000434
 5705094  0.13032  07872  0.00433  0.00000  000061  000061  000061  000000434
 5706094  0.10539  07936  0.00524  0.00000  000061  000061  000061  000000434
 5707094  0.14324  07613  0.00712  0.00000  000061  000061  000061  000000434
 5708095  0.11824  07614  0.00719  0.00000  000061  000061  000061  000000434
 5709094  0.11635  07680  0.00566  0.00000  000061  000061  000061  000000434
 5710094  0.13409  08397  0.00384  0.00000  000061  000061  000061  000000434
 5711094  0.13228  07535  0.00671  0.00000  000061  000061  000061  000000434
 5712094  0.17370  07241  0.00712  0.00000  000061  000061  000061  000000434
 5713094  0.11126  08039  0.00391  0.00000  000061  000061  000061  000000434
 5714094  0.14925  07602  0.00712  0.00000  000061  000061  000061  000000434
 5715094  0.14024  07943  0.00796  0.00000  000061  000061  000061  000000434
 5716094  0.14255  07160  0.00908  0.00000  000061  000061  000061  000000434
 5717094  0.12641  07411  0.00608  0.00000  000061  000061  000061  000000434
 5718094  0.12516  08007  0.00712  0.00000  000061  000061  000061  000000434
 5719094  0.11587  08664  0.00475  0.00000  000061  000061  000061  000000434
 5720094  0.11761  07808  0.00671  0.00000  000061  000061  000061  000000434
 5721094  0.14450  07385  0.00712  0.00000  000061  000061  000061  000000434
 5722094  0.17509  07668  0.01278  0.00000  000061  000061  000061  000000434
 5723094  0.11216  07530  0.00433  0.00000  000061  000061  000061  000000434
 5724094  0.11398  07379  0.00608  0.00000  000061  000061  000061  000000434
 5725094  0.10693  07407  0.00510  0.00000  000061  000061  000061  000000434
 5726094  0.12062  08422  0.00419  0.00000  000061  000061  000061  000000434
 5727094  0.12034  08162  0.00489  0.00000  000061  000061  000061  000000434
 5728094  0.11244  07928  0.00475  0.00000  000061  000061  000061  000000434
 5729094  0.11922  07392  0.00663  0.00000  000061  000061  000061  000000434
 5730094  0.13242  07543  0.00552  0.00000  000061  000061  000061  000000434
 5731094  0.10406  08646  0.00440  0.00000  000061  000061  000061  000000434
 5732094  0.11105  08413  0.00531  0.00000  000061  000061  000061  000000434
 5733094  0.11049  08538  0.00426  0.00000  000061  000061  000061  000000434
 5734094  0.11091  08411  0.00426  0.00000  000061  000061  000061  000000434
 5735094  0.11824  08255  0.00580  0.00000  000061  000061  000061  000000434
 5736094  0.14338  08332  0.00566  0.00000  000061  000061  000061  000000434
 5737094  0.12544  07502  0.00712  0.00000  000061  000061  000061  000000434
 5738094  0.14394  07859  0.00754  0.00000  000061  000061  000061  000000434
 5739094  0.12397  07453  0.00775  0.00000  000061  000061  000061  000000434
 5740094  0.12802  07519  0.00768  0.00000  000061  000061  000061  000000434
 5741094  0.18620  07827  0.00803  0.00000  000061  000061  000061  000000434
 5742094  0.10902  08171  0.00524  0.00000  000061  000061  000061  000000434
 5743094  0.13626  08550  0.00517  0.00000  000061  000061  000061  000000434
 5744094  0.11880  08484  0.00531  0.00000  000061  000061  000061  000000434
 5745094  0.13968  07440  0.00475  0.00000  000061  000061  000061  000000434
 5746094  0.11601  07885  0.00524  0.00000  000061  000061  000061  000000434
 5747094  0.19800  07720  0.01027  0.00000  000061  000061  000061  000000434
 5748094  0.10881  07557  0.00538  0.00000  000061  000061  000061  000000434
 5749094  0.12690  07711  0.00754  0.00000  000061  000061  000061  000000434
 5750094  0.15100  07792  0.00761  0.00000  000061  000061  000061  000000434
 5751094  0.12634  08097  0.00538  0.00000  000061  000061  000061  000000434
 5752094  0.15107  07807  0.00705  0.00000  000061  000061  000061  000000434
 5753094  0.11482  07394  0.00426  0.00000  000061  000061  000061  000000434
 5754094  0.15100  08128  0.00761  0.00000  000061  000061  000061  000000434
 5755094  0.12264  08141  0.00573  0.00000  000061  000061  000061  000000434
 5756094  0.19276  08203  0.00629  0.00000  000061  000061  000061  000000434
 5757094  0.12495  07844  0.00517  0.00000  000061  000061  000061  000000434
 5758094  0.11712  08248  0.00573  0.00000  000061  000061  000061  000000434
 5759094  0.15617  07820  0.00950  0.00000  000061  000061  000061  000000434
 5760094  0.19129  08130  0.00510  0.00000  000061  000061  000061  000000434
 5761094  0.11028  08500  0.00580  0.00000  000061  000061  000061  000000434
 5762094  0.10972  07936  0.00426  0.00000  000061  000061  000061  000000434
 5763094  0.11671  08169  0.00566  0.00000  000061  000061  000061  000000434
 5764094  0.12299  08197  0.00426  0.00000  000061  000061  000061  000000434
 5765094  0.15358  08166  0.00615  0.00000  000061  000061  000061  000000434
 5766094  0.13298  07751  0.00482  0.00000  000061  000061  000061  000000434
 5767094  0.13242  07497  0.00468  0.00000  000061  000061  000061  000000434
 5768094  0.12446  07824  0.00531  0.00000  000061  000061  000061  000000434
 5769094  0.12781  08323  0.00663  0.00000  000061  000061  000061  000000434
 5770094  0.11391  08329  0.00328  0.00000  000061  000061  000061  000000434
 5771094  0.11321  08774  0.00468  0.00000  000061  000061  000061  000000434
 5772094  0.11964  08338  0.00705  0.00000  000061  000061  000061  000000434
 5773094  0.11265  08437  0.00433  0.00000  000061  000061  000061  000000434
 5774094  0.11412  08552  0.00468  0.00000  000061  000061  000061  000000434
 5775094  0.12411  08439  0.00468  0.00000  000061  000061  000061  000000434
 5776094  0.12117  08552  0.00671  0.00000  000061  000061  000061  000000434
 5777094  0.11112  08023  0.00433  0.00000  000061  000061  000061  000000434
 5778094  0.11070  07069  0.00482  0.00000  000061  000061  000061  000000434
 5779094  0.16776  07452  0.00803  0.00000  000061  000061  000061  000000434
 5780094  0.11601  07550  0.00468  0.00000  000061  000061  000061  000000434
 5781094  0.12788  07886  0.00705  0.00000  000061  000061  000061  000000434
 5782094  0.11873  07854  0.00468  0.00000  000061  000061  000061  000000434
 5783094  0.12083  08310  0.00538  0.00000  000061  000061  000061  000000434
 5784094  0.10923  08408  0.00524  0.00000  000061  000061  000061  000000434
 5785094  0.11168  08377  0.00517  0.00000  000061  000061  000061  000000434
 5786094  0.10728  08176  0.00524  0.00000  000061  000061  000061  000000434
 5787094  0.12446  08109  0.00705  0.00000  000061  000061  000061  000000434
 5788094  0.11608  08771  0.00468  0.00000  000061  000061  000061  000000434
 5789094  0.13409  08440  0.00719  0.00000  000061  000061  000061  000000434
 5790094  0.14778  07126  0.00761  0.00000  000061  000061  000061  000000434
 5791094  0.12886  07990  0.00580  0.00000  000061  000061  000061  000000434
 5792094  0.11671  07852  0.00426  0.00000  000061  000061  000061  000000434
 5793094  0.11035  08155  0.00377  0.00000  000061  000061  000061  000000434
 5794094  0.11454  07885  0.00629  0.00000  000061  000061  000061  000000434
 5795094  0.12208  08143  0.00433  0.00000  000061  000061  000061  000000434
 5796094  0.12250  08409  0.00524  0.00000  000061  000061  000061  000000434
 5797094  0.13871  07907  0.00468  0.00000  000061  000061  000061  000000434
 5798094  0.13151  08591  0.00726  0.00000  000061  000061  000061  000000434
 5799094  0.10525  07989  0.00524  0.00000  000061  000061  000061  000000434
 5800094  0.14045  08313  0.00559  0.00000  000061  000061  000061  000000434
 5801094  0.12711  07859  0.00517  0.00000  000061  000061  000061  000000434
 5802094  0.12676  07187  0.00817  0.00000  000061  000061  000061  000000434
 5803094  0.12062  07293  0.00475  0.00000  000061  000061  000061  000000434
 5804094  0.10944  07397  0.00712  0.00000  000061  000061  000061  000000434
 5805094  0.11594  07452  0.00531  0.00000  000061  000061  000061  000000434
 5806094  0.13123  08486  0.00468  0.00000  000061  000061  000061  000000434
 5807094  0.13172  06950  0.00615  0.00000  000061  000061  000061  000000434
 5808094  0.12557  07514  0.00426  0.00000  000061  000061  000061  000000434
 5809094  0.10749  07913  0.00517  0.00000  000061  000061  000061  000000434
 5810094  0.11224  08279  0.00433  0.00000  000061  000061  000061  000000434
 5811094  0.11112  08306  0.00580  0.00000  000061  000061  000061  000000434
 5812094  0.11950  07897  0.00524  0.00000  000061  000061  000061  000000434
 5813094  0.16385  07525  0.00670  0.00000  000061  000061  000061  000000434
 5814094  0.12648  07544  0.00489  0.00000  000061  000061  000061  000000434
 5815094  0.10693  07958  0.00531  0.00000  000061  000061  000061  000000434
 5816094  0.14171  07672  0.00754  0.00000  000061  000061  000061  000000434
 5817094  0.11363  07408  0.00726  0.00000  000061  000061  000061  000000434
 5818094  0.11978  07745  0.00580  0.00000  000061  000061  000061  000000434
 5819094  0.12732  07571  0.00712  0.00000  000061  000061  000061  000000434
 5820094  0.13025  07458  0.00524  0.00000  000061  000061  000061  000000434
 5821094  0.11335  08288  0.00663  0.00000  000061  000061  000061  000000434
 5822094  0.10637  08141  0.00524  0.00000  000061  000061  000061  000000434
 5823094  0.10749  08714  0.00531  0.00000  000061  000061  000061  000000434
 5824094  0.13368  07466  0.00768  0.00000  000061  000061  000061  000000434
 5825094  0.12068  08240  0.00622  0.00000  000061  000061  000061  000000434
 5826094  0.11391  08246  0.00461  0.00000  000061  000061  000061  000000434
 5827094  0.12111  07693  0.00775  0.00000  000061  000061  000061  000000434
 5828094  0.11915  08325  0.00566  0.00000  000061  000061  000061  000000434
 5829094  0.11719  08131  0.00517  0.00000  000061  000061  000061  000000434
 5830094  0.11594  07975  0.00482  0.00000  000061  000061  000061  000000434
 5831094  0.11468  07802  0.00712  0.00000  000061  000061  000061  000000434
 5832094  0.12439  08352  0.00629  0.00000  000061  000061  000061  000000434
 5833094  0.13430  08139  0.00719  0.00000  000061  000061  000061  000000434
 5834094  0.13871  08278  0.00663  0.00000  000061  000061  000061  000000434
 5835094  0.11119  07591  0.00531  0.00000  000061  000061  000061  000000434
 5836094  0.10721  07568  0.00517  0.00000  000061  000061  000061  000000434
 5837094  0.12250  07759  0.00377  0.00000  000061  000061  000061  000000434
 5838094  0.15617  07879  0.00943  0.00000  000061  000061  000061  000000434
 5839094  0.13647  07592  0.00747  0.00000  000061  000061  000061  000000434
 5840094  0.13850  07478  0.00754  0.00000  000061  000061  000061  000000434
 5841094  0.15735  07387  0.00698  0.00000  000061  000061  000061  000000434
 5842094  0.14506  07840  0.00482  0.00000  000061  000061  000061  000000434
 5843094  0.13165  08202  0.00524  0.00000  000061  000061  000061  000000434
 5844094  0.11964  07737  0.00524  0.00000  000061  000061  000061  000000434
 5845094  0.25904  07652  0.00775  0.00000  000061  000061  000061  000000434
 5846094  0.13507  08332  0.00468  0.00000  000061  000061  000061  000000434
 5847094  0.13277  07846  0.00524  0.00000  000061  000061  000061  000000434
 5848094  0.14401  07622  0.00573  0.00000  000061  000061  000061  000000434
 5849094  0.12662  08332  0.00475  0.00000  000061  000061  000061  000000434
 5850094  0.13493  07716  0.00678  0.00000  000061  000061  000061  000000434
 5851094  0.13409  07757  0.00768  0.00000  000061  000061  000061  000000434
 5852094  0.12683  08182  0.00482  0.00000  000061  000061  000061  000000434
 5853094  0.12893  07498  0.00663  0.00000  000061  000061  000061  000000434
 5854094  0.11852  06889  0.00663  0.00000  000061  000061  000061  000000434
 5855094  0.11873  08722  0.00510  0.00000  000061  000061  000061  000000434
 5856094  0.12641  07538  0.00475  0.00000  000061  000061  000061  000000434
 5857094  0.15058  07527  0.00866  0.00000  000061  000061  000061  000000434
 5858094  0.12830  07557  0.00705  0.00000  000061  000061  000061  000000434
 5859094  0.14974  07359  0.00705  0.00000  000061  000061  000061  000000434
 5860094  0.12013  07925  0.00524  0.00000  000061  000061  000061  000000434
 5861094  0.12250  08507  0.00573  0.00000  000061  000061  000061  000000434
 5862094  0.13081  08005  0.00517  0.00000  000061  000061  000061  000000434
 5863094  0.15023  07690  0.00719  0.00000  000061  000061  000061  000000434
 5864094  0.15630  06910  0.00775  0.00000  000061  000061  000061  000000434
 5865094  0.12474  07878  0.00712  0.00000  000061  000061  000061  000000434
 5866094  0.13438  07549  0.00810  0.00000  000061  000061  000061  000000434
 5867094  0.14974  07704  0.00531  0.00000  000061  000061  000061  000000434
 5868094  0.12013  08155  0.00489  0.00000  000061  000061  000061  000000434
 5869094  0.11824  08383  0.00531  0.00000  000061  000061  000061  000000434
 5870094  0.15191  08216  0.00719  0.00000  000061  000061  000061  000000434
 5871094  0.12166  08373  0.00482  0.00000  000061  000061  000061  000000434
 5872094  0.13158  07405  0.00615  0.00000  000061  000061  000061  000000434
 5873094  0.16273  08106  0.00433  0.00000  000061  000061  000061  000000434
 5874094  0.11321  08526  0.00531  0.00000  000061  000061  000061  000000434
 5875094  0.13221  07170  0.00663  0.00000  000061  000061  000061  000000434
 5876094  0.11580  07872  0.00761  0.00000  000061  000061  000061  000000434
 5877094  0.11775  08096  0.00433  0.00000  000061  000061  000061  000000434
 5878094  0.16587  08254  0.00663  0.00000  000061  000061  000061  000000434
 5879094  0.12495  08216  0.00573  0.00000  000061  000061  000061  000000434
 5880094  0.27189  07761  0.00754  0.00000  000061  000061  000061  000000434
 5881094  0.34969  07437  0.00761  0.00000  000061  000061  000061  000000434
 5882094  0.12544  07839  0.00475  0.00000  000061  000061  000061  000000434
 5883094  0.11168  08528  0.00482  0.00000  000061  000061  000061  000000434
 5884094  0.27706  08640  0.00629  0.00000  000061  000061  000061  000000434
 5885094  0.13025  08395  0.00475  0.00000  000061  000061  000061  000000434
 5886094  0.12355  08604  0.00517  0.00000  000061  000061  000061  000000434
 5887094  0.11852  08718  0.00517  0.00000  000061  000061  000061  000000434
 5888094  0.17160  08081  0.01508  0.00000  000061  000061  000061  000000434
 5889094  0.14262  07261  0.00670  0.00000  000061  000061  000061  000000434
 5890094  0.16909  07645  0.00726  0.00000  000061  000061  000061  000000434
 5891094  0.19276  07265  0.00475  0.00000  000061  000061  000061  000000434
 5892094  0.14478  06949  0.00426  0.00000  000061  000061  000061  000000434
 5893094  0.15072  07910  0.00468  0.00000  000061  000061  000061  000000434
