     ms    dt_ms    fps   upd_ms   netlag    nobj   drw_o   drw_g      drw_t
 2691094  0.13423  07644  0.00754  0.00000  000065  000065  000065  000000472
 2692094  0.13074  07915  0.00510  0.00000  000065  000065  000065  000000472
 2693094  0.12313  07912  0.00531  0.00000  000065  000065  000065  000000472
 2694094  0.11685  07510  0.00566  0.00000  000065  000065  000065  000000472
 2695094  0.11175  07754  0.00524  0.00000  000064  000064  000064  000000452
 2696094  0.12166  07944  0.00705  0.00000  000064  000064  000064  000000452
 2697094  0.10853  07642  0.00566  0.00000  000064  000064  000064  000000452
 2698094  0.10874  08342  0.00468  0.00000  000064  000064  000064  000000452
 2699094  0.10825  08389  0.00524  0.00000  000064  000064  000064  000000452
 2700094  0.17223  08150  0.00524  0.00000  000064  000064  000064  000000452
 2701094  0.12069  07342  0.00754  0.00000  000064  000064  000064  000000452
 2702094  0.11468  08087  0.00531  0.00000  000064  000064  000064  000000452
 2703094  0.15023  07315  0.01048  0.00000  000064  000064  000064  000000452
 2704094  0.13912  07278  0.00803  0.00000  000064  000064  000064  000000452
 2705094  0.23809  07231  0.01006  0.00000  000064  000064  000064  000000452
 2706094  0.15009  07562  0.00663  0.00000  000064  000064  000064  000000452
 2707094  0.12048  07404  0.00475  0.00000  000064  000064  000064  000000452
 2708094  0.11244  08352  0.00524  0.00000  000064  000064  000064  000000452
 2709094  0.11252  08432  0.00482  0.00000  000064  000064  000064  000000452
 2710094  0.11049  08413  0.00580  0.00000  000064  000064  000064  000000452
 2711094  0.10930  08061  0.00433  0.00000  000064  000064  000064  000000452
 2712094  0.11314  07759  0.00433  0.00000  000064  000064  000064  000000452
 2713094  0.11824  07507  0.00656  0.00000  000064  000064  000064  000000452
 2714094  0.13298  08446  0.00656  0.00000  000064  000064  000064  000000452
 2715094  0.11629  08675  0.00475  0.00000  000064  000064  000064  000000452
 2716094  0.13717  07353  0.00663  0.00000  000064  000064  000064  000000452
 2717094  0.11538  07266  0.00461  0.00000  000064  000064  000064  000000452
 2718094  0.11517  08252  0.00482  0.00000  000064  000064  000064  000000452
 2719094  0.10672  08057  0.00524  0.00000  000064  000064  000064  000000452
 2720094  0.13647  07461  0.00475  0.00000  000064  000064  000064  000000452
 2721094  0.11587  07639  0.00524  0.00000  000064  000064  000064  000000452
 2722094  0.13682  07710  0.00663  0.00000  000064  000064  000064  000000452
 2723094  0.13011  06753  0.00845  0.00000  000064  000064  000064  000000452
 2724094  0.11824  07169  0.00726  0.00000  000064  000064  000064  000000452
 2725094  0.11852  07704  0.00426  0.00000  000064  000064  000064  000000452
 2726094  0.19611  08052  0.01397  0.00000  000064  000064  000064  000000452
 2727094  0.13919  07472  0.00517  0.00000  000064  000064  000064  000000452
 2728094  0.15728  07405  0.00566  0.00000  000064  000064  000064  000000452
 2729094  0.11999  08243  0.00475  0.00000  000064  000064  000064  000000452
 2730094  0.13060  08360  0.00517  0.00000  000064  000064  000064  000000452
 2731094  0.11356  08234  0.00531  0.00000  000064  000064  000064  000000452
 2732094  0.11293  08373  0.00573  0.00000  000064  000064  000064  000000452
 2733094  0.12348  07986  0.00698  0.00000  000064  000064  000064  000000452
 2734094  0.11873  08178  0.00580  0.00000  000064  000064  000064  000000452
 2735094  0.16078  07101  0.00957  0.00000  000064  000064  000064  000000452
 2736094  0.14911  06624  0.00726  0.00000  000064  000064  000064  000000452
 2737094  0.10818  08080  0.00377  0.00000  000064  000064  000064  000000452
 2738094  0.11154  08352  0.00517  0.00000  000064  000064  000064  000000452
 2739094  0.12830  08255  0.00517  0.00000  000064  000064  000064  000000452
 2740094  0.12767  07910  0.00524  0.00000  000064  000064  000064  000000452
 2741094  0.13626  07678  0.00768  0.00000  000064  000064  000064  000000452
 2742094  0.11712  08006  0.00475  0.00000  000064  000064  000064  000000452
 2743094  0.10672  08174  0.00468  0.00000  000064  000064  000064  000000452
 2744094  0.13626  08066  0.00768  0.00000  000064  000064  000064  000000452
 2745094  0.14255  07254  0.00712  0.00000  000064  000064  000064  000000452
 2746094  0.11817  07229  0.00622  0.00000  000064  000064  000064  000000452
 2747094  0.11922  07046  0.00719  0.00000  000064  000064  000064  000000452
 2748094  0.16420  07069  0.00747  0.00000  000064  000064  000064  000000452
 2749094  0.11272  07627  0.00426  0.00000  000064  000064  000064  000000452
 2750094  0.11510  07794  0.00524  0.00000  000064  000064  000064  000000452
 2751094  0.10623  07638  0.00482  0.00000  000064  000064  000064  000000452
 2752094  0.13696  08016  0.00440  0.00000  000064  000064  000064  000000452
 2753094  0.10546  08189  0.00524  0.00000  000064  000064  000064  000000452
 2754094  0.11545  07966  0.00482  0.00000  000064  000064  000064  000000452
 2755094  0.11517  08125  0.00524  0.00000  000064  000064  000064  000000452
 2756094  0.11559  08327  0.00524  0.00000  000064  000064  000064  000000452
 2757094  0.11636  08092  0.00566  0.00000  000064  000064  000064  000000452
 2758094  0.12935  08117  0.00705  0.00000  000064  000064  000064  000000452
 2759094  0.13263  07802  0.00433  0.00000  000064  000064  000064  000000452
 2760094  0.19604  08322  0.00922  0.00000  000064  000064  000064  000000452
 2761094  0.13088  08014  0.00761  0.00000  000064  000064  000064  000000452
 2762095  0.12481  07696  0.00524  0.00000  000064  000064  000064  000000452
 2763094  0.11203  07921  0.00566  0.00000  000064  000064  000064  000000452
 2764094  0.12369  08087  0.00566  0.00000  000064  000064  000064  000000452
 2765094  0.10651  08208  0.00482  0.00000  000064  000064  000064  000000452
 2766094  0.12124  08412  0.00538  0.00000  000064  000064  000064  000000452
 2767094  0.10574  07782  0.00531  0.00000  000064  000064  000064  000000452
 2768094  0.11265  08570  0.00475  0.00000  000064  000064  000064  000000452
 2769094  0.10574  08611  0.00482  0.00000  000064  000064  000064  000000452
 2770094  0.17579  08411  0.00775  0.00000  000064  000064  000064  000000452
 2771094  0.13074  07368  0.00482  0.00000  000064  000064  000064  000000452
 2772094  0.11356  07564  0.00817  0.00000  000064  000064  000064  000000452
 2773094  0.16077  08445  0.01516  0.00000  000064  000064  000064  000000452
 2774094  0.10902  07230  0.00468  0.00000  000064  000064  000064  000000452
 2775094  0.13053  08309  0.00482  0.00000  000064  000064  000064  000000452
 2776094  0.16008  07359  0.01152  0.00000  000064  000064  000064  000000452
 2777094  0.11573  07636  0.00517  0.00000  000064  000064  000064  000000452
 2778094  0.11077  08226  0.00482  0.00000  000064  000064  000064  000000452
 2779094  0.11056  08337  0.00517  0.00000  000064  000064  000064  000000452
 2780094  0.15498  07489  0.00622  0.00000  000064  000064  000064  000000452
 2781094  0.15072  07174  0.00957  0.00000  000064  000064  000064  000000452
 2782094  0.12606  07978  0.00629  0.00000  000064  000064  000064  000000452
 2783094  0.10832  07700  0.00517  0.00000  000064  000064  000064  000000452
 2784094  0.11237  07969  0.00426  0.00000  000064  000064  000064  000000452
 2785094  0.10881  08419  0.00531  0.00000  000064  000064  000064  000000452
 2786094  0.13724  08299  0.00810  0.00000  000064  000064  000064  000000452
 2787094  0.11405  07911  0.00531  0.00000  000064  000064  000064  000000452
 2788094  0.11147  08258  0.00475  0.00000  000064  000064  000064  000000452
 2789094  0.12529  08474  0.00475  0.00000  000064  000064  000064  000000452
 2790094  0.12592  08754  0.00475  0.00000  000064  000064  000064  000000452
 2791094  0.13689  07401  0.00712  0.00000  000064  000064  000064  000000452
 2792094  0.13409  07631  0.00796  0.00000  000064  000064  000064  000000452
 2793094  0.12215  07701  0.00573  0.00000  000064  000064  000064  000000452
 2794094  0.10714  08063  0.00573  0.00000  000064  000064  000064  000000452
 2795094  0.11244  08488  0.00517  0.00000  000064  000064  000064  000000452
 2796094  0.11894  08554  0.00566  0.00000  000064  000064  000064  000000452
 2797094  0.12397  07466  0.00712  0.00000  000064  000064  000064  000000452
 2798094  0.10881  07087  0.00433  0.00000  000064  000064  000064  000000452
 2799094  0.13403  08433  0.00845  0.00000  000064  000064  000064  000000452
 2800094  0.13074  08141  0.00622  0.00000  000064  000064  000064  000000452
 2801094  0.11873  08325  0.00531  0.00000  000064  000064  000064  000000452
 2802094  0.11314  07979  0.00440  0.00000  000064  000064  000064  000000452
 2803094  0.13200  08287  0.00377  0.00000  000064  000064  000064  000000452
 2804094  0.12159  08075  0.00524  0.00000  000064  000064  000064  000000452
 2805094  0.11880  08319  0.00531  0.00000  000064  000064  000064  000000452
 2806094  0.12446  08335  0.00524  0.00000  000064  000064  000064  000000452
 2807094  0.12620  07801  0.00803  0.00000  000064  000064  000064  000000452
 2808094  0.11922  07936  0.00482  0.00000  000064  000064  000064  000000452
 2809094  0.12348  07502  0.00915  0.00000  000064  000064  000064  000000452
 2810094  0.11014  07820  0.00517  0.00000  000064  000064  000064  000000452
 2811094  0.12201  08097  0.00663  0.00000  000064  000064  000064  000000452
 2812094  0.12690  08255  0.00580  0.00000  000064  000064  000064  000000452
 2813094  0.13577  08144  0.00754  0.00000  000064  000064  000064  000000452
 2814094  0.13584  07212  0.00726  0.00000  000064  000064  000064  000000452
 2815094  0.11461  07804  0.00391  0.00000  000064  000064  000064  000000452
 2816094  0.10784  08069  0.00419  0.00000  000064  000064  000064  000000452
 2817094  0.10756  08006  0.00524  0.00000  000064  000064  000064  000000452
 2818094  0.13130  07925  0.00761  0.00000  000064  000064  000064  000000452
 2819094  0.10490  08408  0.00475  0.00000  000064  000064  000064  000000452
 2820094  0.13780  07280  0.00524  0.00000  000064  000064  000064  000000452
 2821094  0.12110  07761  0.00524  0.00000  000064  000064  000064  000000452
 2822094  0.16329  07665  0.00678  0.00000  000064  000064  000064  000000452
 2823094  0.11873  08161  0.00426  0.00000  000064  000064  000064  000000452
 2824094  0.13333  07771  0.00622  0.00000  000064  000064  000064  000000452
 2825094  0.10832  08233  0.00384  0.00000  000064  000064  000064  000000452
 2826094  0.13591  08238  0.00775  0.00000  000064  000064  000064  000000452
 2827094  0.11265  08171  0.00524  0.00000  000064  000064  000064  000000452
 2828094  0.12111  07844  0.00482  0.00000  000064  000064  000064  000000452
 2829094  0.11447  07534  0.00482  0.00000  000064  000064  000064  000000452
 2830094  0.12739  07771  0.00468  0.00000  000064  000064  000064  000000452
 2831094  0.15204  07538  0.00957  0.00000  000064  000064  000064  000000452
 2832094  0.11321  07632  0.00538  0.00000  000064  000064  000064  000000452
 2833094  0.10616  08374  0.00426  0.00000  000064  000064  000064  000000452
 2834094  0.11545  08307  0.00524  0.00000  000064  000064  000064  000000452
 2835094  0.11608  07437  0.00531  0.00000  000064  000064  000064  000000452
 2836094  0.17244  07137  0.00761  0.00000  000064  000064  000064  000000452
 2837094  0.13912  07026  0.00705  0.00000  000064  000064  000064  000000452
 2838094  0.13109  07435  0.00803  0.00000  000064  000064  000064  000000452
 2839094  0.12627  07482  0.00475  0.00000  000064  000064  000064  000000452
 2840094  0.11538  08149  0.00384  0.00000  000064  000064  000064  000000452
 2841094  0.10721  08426  0.00426  0.00000  000064  000064  000064  000000452
 2842094  0.12055  08233  0.00615  0.00000  000064  000064  000064  000000452
 2843094  0.11629  07564  0.00475  0.00000  000064  000064  000064  000000452
 2844094  0.12068  07971  0.00489  0.00000  000064  000064  000064  000000452
 2845094  0.11817  07473  0.00419  0.00000  000064  000064  000064  000000452
 2846094  0.12173  08423  0.00712  0.00000  000064  000064  000064  000000452
 2847094  0.11147  08415  0.00573  0.00000  000064  000064  000064  000000452
 2848094  0.14813  08292  0.00852  0.00000  000064  000064  000064  000000452
 2849094  0.11915  07578  0.00559  0.00000  000064  000064  000064  000000452
 2850094  0.15225  07309  0.00719  0.00000  000064  000064  000064  000000452
 2851094  0.12997  07616  0.00671  0.00000  000064  000064  000064  000000452
 2852094  0.20512  07530  0.00817  0.00000  000064  000064  000064  000000452
 2853094  0.16063  07134  0.00859  0.00000  000064  000064  000064  000000452
 2854094  0.11859  07318  0.00670  0.00000  000064  000064  000064  000000452
 2855094  0.18620  07224  0.00908  0.00000  000064  000064  000064  000000452
 2856094  0.12544  07359  0.00747  0.00000  000064  000064  000064  000000452
 2857094  0.12320  07393  0.00775  0.00000  000064  000064  000064  000000452
 2858094  0.13877  07038  0.00845  0.00000  000064  000064  000064  000000452
 2859094  0.13256  07345  0.00475  0.00000  000064  000064  000064  000000452
 2860094  0.13123  07702  0.00538  0.00000  000064  000064  000064  000000452
 2861094  0.14995  08204  0.00475  0.00000  000064  000064  000064  000000452
 2862094  0.12013  08122  0.00377  0.00000  000064  000064  000064  000000452
 2863094  0.13535  08042  0.00377  0.00000  000064  000064  000064  000000452
 2864094  0.11684  07830  0.00517  0.00000  000064  000064  000064  000000452
 2865094  0.12516  08042  0.00482  0.00000  000064  000064  000064  000000452
 2866094  0.12264  07831  0.00573  0.00000  000064  000064  000064  000000452
 2867094  0.13263  08047  0.00517  0.00000  000064  000064  000064  000000452
 2868095  0.11189  07732  0.00524  0.00000  000065  000065  000065  000000470
 2869094  0.11042  07940  0.00524  0.00000  000063  000063  000063  000000446
 2870094  0.12306  08032  0.00775  0.00000  000063  000063  000063  000000446
 2871094  0.15540  07171  0.00922  0.00000  000063  000063  000063  000000446
 2872094  0.13347  07183  0.00726  0.00000  000063  000063  000063  000000446
 2873094  0.14632  07450  0.00761  0.00000  000063  000063  000063  000000446
 2874094  0.11251  07717  0.00433  0.00000  000063  000063  000063  000000446
 2875094  0.10714  08418  0.00475  0.00000  000063  000063  000063  000000446
 2876094  0.11517  07935  0.00482  0.00000  000063  000063  000063  000000446
 2877094  0.11538  08075  0.00531  0.00000  000063  000063  000063  000000446
 2878094  0.13123  07689  0.00761  0.00000  000063  000063  000063  000000446
 2879094  0.16161  07393  0.00580  0.00000  000063  000063  000063  000000446
 2880094  0.13822  08170  0.00698  0.00000  000063  000063  000063  000000446
 2881094  0.12550  06934  0.00671  0.00000  000063  000063  000063  000000446
 2882094  0.12886  06836  0.00663  0.00000  000063  000063  000063  000000446
 2883094  0.11461  07575  0.00615  0.00000  000063  000063  000063  000000446
 2884094  0.11147  07870  0.00531  0.00000  000063  000063  000063  000000446
 2885094  0.10958  08515  0.00531  0.00000  000063  000063  000063  000000446
 2886094  0.11056  08468  0.00524  0.00000  000063  000063  000063  000000446
 2887094  0.10818  07997  0.00426  0.00000  000063  000063  000063  000000446
 2888094  0.12956  07970  0.00475  0.00000  000063  000063  000063  000000446
 2889094  0.11929  08193  0.00475  0.00000  000063  000063  000063  000000446
 2890094  0.19095  07975  0.00671  0.00000  000063  000063  000063  000000460
 2891094  0.12117  08153  0.00475  0.00000  000062  000062  000062  000000440
 2892094  0.10853  08358  0.00566  0.00000  000062  000062  000062  000000440
 2893094  0.10958  08569  0.00433  0.00000  000062  000062  000062  000000440
 2894094  0.12571  08260  0.00468  0.00000  000062  000062  000062  000000440
 2895094  0.14415  08188  0.00580  0.00000  000062  000062  000062  000000440
 2896094  0.12767  07884  0.00510  0.00000  000062  000062  000062  000000440
 2897094  0.14723  07624  0.00678  0.00000  000062  000062  000062  000000440
 2898094  0.11272  07194  0.00524  0.00000  000062  000062  000062  000000440
 2899094  0.15316  07107  0.00678  0.00000  000062  000062  000062  000000440
 2900094  0.11391  07299  0.00615  0.00000  000062  000062  000062  000000440
 2901094  0.11922  07177  0.00803  0.00000  000062  000062  000062  000000440
 2902094  0.11922  06795  0.00754  0.00000  000062  000062  000062  000000440
 2903094  0.10916  08439  0.00426  0.00000  000062  000062  000062  000000440
 2904094  0.11587  07521  0.00719  0.00000  000062  000062  000062  000000440
 2905094  0.15679  07269  0.00859  0.00000  000062  000062  000062  000000440
 2906094  0.11635  07814  0.00489  0.00000  000062  000062  000062  000000440
 2907094  0.10993  08625  0.00419  0.00000  000062  000062  000062  000000440
 2908094  0.13046  07922  0.00426  0.00000  000062  000062  000062  000000440
 2909094  0.14359  07013  0.00810  0.00000  000062  000062  000062  000000440
 2910094  0.11244  08347  0.00573  0.00000  000062  000062  000062  000000440
 2911094  0.12069  07613  0.00482  0.00000  000062  000062  000062  000000440
 2912094  0.13018  07873  0.00873  0.00000  000062  000062  000062  000000440
 2913094  0.11733  08106  0.00531  0.00000  000062  000062  000062  000000440
 2914094  0.12390  07975  0.00615  0.00000  000062  000062  000062  000000440
 2915094  0.10909  08375  0.00531  0.00000  000062  000062  000062  000000440
 2916094  0.11056  08551  0.00531  0.00000  000062  000062  000062  000000440
 2917094  0.13123  08025  0.00573  0.00000  000062  000062  000062  000000440
 2918094  0.10483  08322  0.00468  0.00000  000062  000062  000062  000000440
 2919094  0.12446  07870  0.00517  0.00000  000062  000062  000062  000000440
 2920094  0.11880  07695  0.00719  0.00000  000062  000062  000062  000000440
 2921094  0.12397  07601  0.00719  0.00000  000062  000062  000062  000000440
 2922094  0.14464  07552  0.00698  0.00000  000062  000062  000062  000000440
 2923094  0.12795  07078  0.00761  0.00000  000062  000062  000062  000000440
 2924094  0.19255  07469  0.00873  0.00000  000062  000062  000062  000000440
 2925094  0.12551  07781  0.00426  0.00000  000062  000062  000062  000000440
 2926094  0.12299  08327  0.00475  0.00000  000062  000062  000062  000000440
 2927094  0.10965  07887  0.00482  0.00000  000062  000062  000062  000000440
 2928094  0.11992  08320  0.00468  0.00000  000062  000062  000062  000000440
 2929094  0.17188  08195  0.00685  0.00000  000062  000062  000062  000000440
 2930094  0.13123  07383  0.00663  0.00000  000062  000062  000062  000000440
 2931094  0.12893  07720  0.00719  0.00000  000062  000062  000062  000000440
 2932094  0.11643  08072  0.00482  0.00000  000062  000062  000062  000000440
 2933094  0.11021  08691  0.00475  0.00000  000062  000062  000062  000000440
 2934094  0.15184  07524  0.00999  0.00000  000062  000062  000062  000000440
 2935094  0.11286  07830  0.00524  0.00000  000062  000062  000062  000000440
 2936094  0.10867  08247  0.00433  0.00000  000062  000062  000062  000000440
 2937094  0.14359  08261  0.00629  0.00000  000062  000062  000062  000000440
 2938094  0.12285  08248  0.00566  0.00000  000062  000062  000062  000000440
 2939094  0.12159  08073  0.00580  0.00000  000062  000062  000062  000000440
 2940094  0.12872  08316  0.00475  0.00000  000062  000062  000062  000000440
 2941094  0.11482  08583  0.00426  0.00000  000062  000062  000062  000000440
 2942094  0.11489  08606  0.00475  0.00000  000062  000062  000062  000000440
 2943094  0.10770  08242  0.00468  0.00000  000062  000062  000062  000000440
 2944094  0.12159  08460  0.00489  0.00000  000062  000062  000062  000000440
 2945094  0.11915  08369  0.00475  0.00000  000062  000062  000062  000000440
 2946094  0.10455  08226  0.00531  0.00000  000062  000062  000062  000000440
 2947094  0.10581  08145  0.00566  0.00000  000062  000062  000062  000000440
 2948094  0.11719  08624  0.00566  0.00000  000062  000062  000062  000000440
 2949094  0.11189  07912  0.00559  0.00000  000062  000062  000062  000000440
 2950094  0.12592  08541  0.00440  0.00000  000062  000062  000062  000000440
 2951094  0.10574  08285  0.00468  0.00000  000062  000062  000062  000000440
 2952094  0.10714  08470  0.00377  0.00000  000062  000062  000062  000000440
 2953094  0.12055  08249  0.00517  0.00000  000062  000062  000062  000000440
 2954094  0.11489  08273  0.00566  0.00000  000062  000062  000062  000000440
 2955094  0.10874  08150  0.00433  0.00000  000062  000062  000062  000000440
 2956094  0.13898  07909  0.00719  0.00000  000062  000062  000062  000000440
 2957094  0.11244  07610  0.00475  0.00000  000062  000062  000062  000000440
 2958095  0.11077  08453  0.00524  0.00000  000062  000062  000062  000000440
 2959094  0.10930  07794  0.00433  0.00000  000062  000062  000062  000000440
 2960094  0.13403  08710  0.00538  0.00000  000062  000062  000062  000000440
 2961094  0.11014  09006  0.00377  0.00000  000062  000062  000062  000000440
 2962094  0.12355  08654  0.00656  0.00000  000062  000062  000062  000000440
 2963094  0.11538  07529  0.00719  0.00000  000062  000062  000062  000000440
 2964094  0.17139  08187  0.00712  0.00000  000062  000062  000062  000000440
 2965094  0.12453  08378  0.00482  0.00000  000062  000062  000062  000000440
 2966094  0.11482  08363  0.00475  0.00000  000062  000062  000062  000000440
 2967094  0.14045  07850  0.00845  0.00000  000062  000062  000062  000000440
 2968094  0.17488  07772  0.00775  0.00000  000062  000062  000062  000000440
 2969094  0.11685  07399  0.00475  0.00000  000062  000062  000062  000000440
 2970094  0.12257  08049  0.00622  0.00000  000062  000062  000062  000000440
 2971094  0.12627  07922  0.00433  0.00000  000062  000062  000062  000000440
 2972094  0.16964  07954  0.00747  0.00000  000062  000062  000062  000000440
 2973094  0.10811  07869  0.00426  0.00000  000062  000062  000062  000000440
 2974094  0.12020  08204  0.00656  0.00000  000062  000062  000062  000000440
 2975094  0.12397  08112  0.00566  0.00000  000062  000062  000062  000000440
 2976094  0.15714  08167  0.00671  0.00000  000062  000062  000062  000000440
 2977094  0.13270  07384  0.00524  0.00000  000062  000062  000062  000000440
 2978094  0.12446  07985  0.00468  0.00000  000062  000062  000062  000000440
 2979094  0.13905  08275  0.00796  0.00000  000062  000062  000062  000000440
 2980094  0.12076  07228  0.00622  0.00000  000062  000062  000062  000000440
 2981094  0.12299  07468  0.00726  0.00000  000062  000062  000062  000000440
 2982094  0.11726  08020  0.00482  0.00000  000062  000062  000062  000000440
 2983094  0.10923  08381  0.00433  0.00000  000062  000062  000062  000000440
 2984094  0.11677  07855  0.00754  0.00000  000062  000062  000062  000000440
 2985094  0.12111  07980  0.00615  0.00000  000062  000062  000062  000000440
 2986094  0.10951  08555  0.00475  0.00000  000062  000062  000062  000000440
 2987094  0.11587  08676  0.00419  0.00000  000062  000062  000062  000000440
 2988094  0.10448  07969  0.00426  0.00000  000062  000062  000062  000000440
 2989094  0.10637  08746  0.00426  0.00000  000062  000062  000062  000000440
 2990094  0.11915  08537  0.00433  0.00000  000062  000062  000062  000000440
 2991094  0.16322  08236  0.00817  0.00000  000062  000062  000062  000000440
 2992094  0.11880  07851  0.00524  0.00000  000062  000062  000062  000000440
 2993094  0.11740  08020  0.00517  0.00000  000062  000062  000062  000000440
 2994094  0.12977  07575  0.00705  0.00000  000062  000062  000062  000000440
 2995094  0.12592  07283  0.00754  0.00000  000062  000062  000062  000000440
 2996094  0.14038  07488  0.00775  0.00000  000062  000062  000062  000000440
 2997094  0.14031  07889  0.00775  0.00000  000062  000062  000062  000000440
 2998094  0.14827  07695  0.00803  0.00000  000062  000062  000062  000000440
 2999094  0.11566  07941  0.00482  0.00000  000062  000062  000062  000000440
 3000094  0.12781  08581  0.00524  0.00000  000062  000062  000062  000000440
 3001094  0.12446  07699  0.00440  0.00000  000062  000062  000062  000000440
 3002094  0.15547  07791  0.00629  0.00000  000062  000062  000062  000000440
 3003094  0.13940  07600  0.00629  0.00000  000062  000062  000062  000000440
 3004094  0.10777  08184  0.00531  0.00000  000062  000062  000062  000000440
 3005094  0.11105  08451  0.00335  0.00000  000062  000062  000062  000000440
 3006094  0.12250  08156  0.00335  0.00000  000062  000062  000062  000000440
 3007094  0.11398  07615  0.00482  0.00000  000062  000062  000062  000000440
 3008094  0.11363  08542  0.00531  0.00000  000062  000062  000062  000000440
 3009094  0.11580  08354  0.00475  0.00000  000062  000062  000062  000000440
 3010094  0.13109  07688  0.00615  0.00000  000062  000062  000062  000000440
 3011094  0.13214  08016  0.00573  0.00000  000062  000062  000062  000000440
 3012094  0.10895  07856  0.00433  0.00000  000062  000062  000062  000000440
 3013094  0.15603  08025  0.00719  0.00000  000062  000062  000062  000000440
 3014094  0.14499  07752  0.00796  0.00000  000062  000062  000062  000000440
 3015094  0.17076  07337  0.01585  0.00000  000062  000062  000062  000000440
 3016094  0.10518  08474  0.00433  0.00000  000062  000062  000062  000000440
 3017094  0.16098  08102  0.00761  0.00000  000062  000062  000062  000000440
 3018094  0.12110  07470  0.00726  0.00000  000062  000062  000062  000000440
 3019094  0.11545  07051  0.00433  0.00000  000062  000062  000062  000000440
 3020094  0.16811  07720  0.01055  0.00000  000062  000062  000062  000000440
 3021094  0.13123  07073  0.00775  0.00000  000062  000062  000062  000000440
 3022094  0.13347  07140  0.00754  0.00000  000062  000062  000062  000000440
 3023094  0.12222  07663  0.00677  0.00000  000062  000062  000062  000000440
 3024094  0.12215  07417  0.00433  0.00000  000062  000062  000062  000000440
 3025094  0.14827  07436  0.00950  0.00000  000062  000062  000062  000000440
 3026094  0.11964  08348  0.00712  0.00000  000062  000062  000062  000000440
 3027094  0.12865  07136  0.00810  0.00000  000062  000062  000062  000000440
 3028094  0.12858  06995  0.00719  0.00000  000062  000062  000062  000000440
 3029094  0.12516  07210  0.00705  0.00000  000062  000062  000062  000000440
 3030094  0.12516  07053  0.00573  0.00000  000062  000062  000062  000000440
 3031094  0.12320  07982  0.00538  0.00000  000062  000062  000062  000000440
 3032094  0.11161  08375  0.00517  0.00000  000062  000062  000062  000000440
 3033095  0.12662  07694  0.00482  0.00000  000062  000062  000062  000000440
 3034094  0.11147  07836  0.00419  0.00000  000062  000062  000062  000000440
 3035094  0.15016  07498  0.00761  0.00000  000062  000062  000062  000000440
 3036094  0.19430  07588  0.00663  0.00000  000062  000062  000062  000000440
 3037094  0.12376  07485  0.00803  0.00000  000062  000062  000062  000000440
 3038094  0.11189  07343  0.00580  0.00000  000062  000062  000062  000000440
 3039094  0.14541  07448  0.00824  0.00000  000062  000062  000062  000000440
 3040094  0.12041  07040  0.00705  0.00000  000062  000062  000062  000000440
 3041094  0.12529  06920  0.00475  0.00000  000062  000062  000062  000000440
 3042094  0.14345  07788  0.00719  0.00000  000062  000062  000062  000000440
 3043094  0.11999  08021  0.00573  0.00000  000062  000062  000062  000000440
 3044094  0.10756  08049  0.00559  0.00000  000062  000062  000062  000000440
 3045094  0.12655  08295  0.00622  0.00000  000062  000062  000062  000000440
 3046094  0.10881  08199  0.00510  0.00000  000062  000062  000062  000000440
 3047094  0.14709  07992  0.00670  0.00000  000062  000062  000062  000000440
 3048094  0.12034  07964  0.00580  0.00000  000062  000062  000062  000000440
 3049094  0.11880  07955  0.00761  0.00000  000062  000062  000062  000000440
 3050094  0.12956  07502  0.00754  0.00000  000062  000062  000062  000000440
 3051094  0.12683  07519  0.00957  0.00000  000062  000062  000062  000000440
 3052094  0.11629  07719  0.00475  0.00000  000062  000062  000062  000000440
 3053094  0.10679  07821  0.00524  0.00000  000062  000062  000062  000000440
 3054094  0.24186  08259  0.00601  0.00000  000062  000062  000062  000000440
 3055094  0.11231  08402  0.00531  0.00000  000062  000062  000062  000000440
 3056094  0.11831  08223  0.00482  0.00000  000062  000062  000062  000000440
 3057094  0.14667  07746  0.00622  0.00000  000062  000062  000062  000000440
 3058094  0.11922  07697  0.00573  0.00000  000062  000062  000062  000000440
 3059094  0.15093  07601  0.00873  0.00000  000062  000062  000062  000000440
 3060094  0.16455  07461  0.01089  0.00000  000062  000062  000062  000000440
 3061094  0.10644  08082  0.00482  0.00000  000062  000062  000062  000000440
 3062094  0.10707  08513  0.00433  0.00000  000062  000062  000062  000000440
 3063094  0.10546  08381  0.00377  0.00000  000062  000062  000062  000000440
 3064094  0.10763  08473  0.00426  0.00000  000062  000062  000062  000000440
 3065094  0.12397  08254  0.00426  0.00000  000062  000062  000062  000000440
 3066094  0.12865  07989  0.00524  0.00000  000062  000062  000062  000000440
 3067094  0.12076  08270  0.00426  0.00000  000062  000062  000062  000000440
 3068094  0.11433  07919  0.00468  0.00000  000062  000062  000062  000000440
 3069094  0.12159  08008  0.00573  0.00000  000062  000062  000062  000000440
 3070094  0.16105  08094  0.00817  0.00000  000062  000062  000062  000000440
 3071094  0.12676  08059  0.00517  0.00000  000062  000062  000062  000000440
 3072094  0.12327  07345  0.00663  0.00000  000062  000062  000062  000000440
 3073094  0.12970  07381  0.00531  0.00000  000062  000062  000062  000000440
 3074094  0.11587  07443  0.00573  0.00000  000062  000062  000062  000000440
 3075094  0.13766  08008  0.00524  0.00000  000062  000062  000062  000000440
 3076094  0.11377  07704  0.00719  0.00000  000062  000062  000062  000000440
 3077094  0.13193  07502  0.00761  0.00000  000062  000062  000062  000000440
